Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual
5485,Honda Amaze VX i-Vtech,Mumbai,2016,17362,First,18.0,1198.0,86.7,5.0,,0,0,1,0,1
5486,Hyundai i20 Active 1.4 SX Dual Tone,Kochi,2016,49716,First,21.19,1396.0,88.73,5.0,,1,0,0,0,1
5487,Maruti Celerio VXI,Delhi,2014,48000,First,23.1,998.0,67.04,5.0,,0,0,1,0,1
5488,Audi A4 2.0 TDI,Kolkata,2009,46000,First,16.55,1968.0,147.51,5.0,,1,0,0,1,0
5489,Hyundai Verna 1.4 CRDi,Bangalore,2016,79000,First,24.8,1396.0,88.7,5.0,,1,0,0,0,1
5490,Renault Fluence Diesel E4,Pune,2013,57000,First,21.8,1461.0,88.8,5.0,,1,0,0,0,1
5491,Volkswagen Polo 1.2 MPI Highline,Delhi,2016,29754,First,16.2,1199.0,88.8,5.0,,0,0,1,0,1
5492,Tata Indigo LX,Ahmedabad,2012,50123,First,17.0,1405.0,88.8,5.0,,1,0,0,0,1
5493,Hyundai i10 Sportz,Kochi,2012,57184,First,20.36,1197.0,78.9,5.0,,0,0,1,0,1
5494,BMW 7 Series 730Ld Sedan,Mumbai,2007,75000,Second,16.46,2993.0,88.8,5.0,,1,0,0,1,0
5495,Hyundai Creta 1.6 CRDi AT SX Plus,Mumbai,2015,26000,First,17.01,1582.0,126.2,5.0,,1,0,0,1,0
5496,Hyundai Grand i10 Magna,Delhi,2016,22129,First,18.9,1197.0,88.8,5.0,,0,0,1,0,1
5497,Maruti Ritz VDi,Hyderabad,2011,127887,First,21.1,1248.0,73.9,5.0,,1,0,0,0,1
5498,Mahindra Scorpio 2.6 SLX CRDe,Hyderabad,2006,92000,First,10.5,2179.0,88.8,8.0,,1,0,0,0,1
5499,Hyundai i10 Era,Hyderabad,2011,60634,First,19.81,1086.0,68.05,5.0,,0,0,1,0,1
5500,Tata Safari Storme 2012-2015 VX,Hyderabad,2014,90000,First,14.0,2179.0,138.1,7.0,,1,0,0,0,1
5501,Honda Civic 2006-2010 1.8 V MT,Kolkata,2009,59000,First,13.5,1799.0,88.8,5.0,,0,0,1,0,1
5502,Maruti Zen Estilo LXI BSIII,Hyderabad,2012,59293,First,18.2,998.0,67.1,5.0,,0,0,1,0,1
5503,Maruti Swift Dzire VDI,Mumbai,2012,80753,Second,23.4,1248.0,88.8,5.0,,1,0,0,0,1
5504,Toyota Fortuner 4x2 Manual,Delhi,2015,40000,Second,13.0,2982.0,168.5,7.0,,1,0,0,0,1
5505,Maruti Swift VDI,Pune,2014,103000,Second,28.4,1248.0,88.8,5.0,,1,0,0,0,1
5507,Maruti Dzire LDI,Pune,2017,48000,First,28.4,1248.0,73.75,5.0,7.91,1,0,0,0,1
5508,Hyundai Grand i10 Asta,Kolkata,2014,41000,First,18.9,1197.0,88.8,5.0,,0,0,1,0,1
5509,Renault KWID RXL,Jaipur,2016,26000,First,25.17,799.0,53.3,5.0,3.96,0,0,1,0,1
5510,Tata Indigo CS eGLX BS IV,Jaipur,2012,30000,Second,15.64,1193.0,64.08,5.0,,0,0,1,0,1
5511,Ford Figo Diesel Titanium,Hyderabad,2014,74624,First,20.0,1399.0,68.05,5.0,,1,0,0,0,1
5512,Porsche Cayenne 2009-2014 Diesel,Kochi,2015,47877,First,15.15,2967.0,88.8,5.0,,1,0,0,1,0
5513,Maruti Alto K10 VXI,Jaipur,2016,35000,First,24.07,998.0,67.1,5.0,4.24,0,0,1,0,1
5514,Volkswagen Vento 1.5 TDI Highline,Ahmedabad,2015,52123,First,20.34,1498.0,103.2,5.0,,1,0,0,0,1
5515,Mahindra Scorpio 2.6 SLX CRDe,Bangalore,2005,90000,First,10.5,2179.0,88.8,8.0,,1,0,0,0,1
5516,BMW X3 xDrive 20d Luxury Line,Mumbai,2018,1400,First,18.56,1995.0,88.8,5.0,70.55,1,0,0,1,0
5517,Honda City 1.5 V MT,Chennai,2009,122000,Second,17.0,1497.0,88.8,5.0,,0,0,1,0,1
5518,Mini Cooper 3 DOOR S,Kochi,2016,21110,First,17.44,1998.0,189.08,4.0,39.27,0,0,1,1,0
5519,Mitsubishi Pajero Sport 4X4 AT,Pune,2015,78000,First,13.5,2477.0,175.56,6.0,,1,0,0,1,0
5520,Maruti Swift Dzire VDi,Jaipur,2012,72000,First,19.3,1248.0,73.9,5.0,,1,0,0,0,1
5521,Bentley Continental Flying Spur,Hyderabad,2006,48000,First,8.6,5998.0,88.8,4.0,,0,0,1,1,0
5522,Maruti Ertiga VDI,Pune,2013,43486,First,20.77,1248.0,88.76,7.0,,1,0,0,0,1
5523,Toyota Innova 2.5 G4 Diesel 7-seater,Hyderabad,2007,199000,Second,12.8,2494.0,88.8,7.0,,1,0,0,0,1
5524,Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,Chennai,2010,34000,First,11.7,1796.0,88.8,5.0,,0,0,1,0,1
5525,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2016,37944,First,14.84,2143.0,167.62,5.0,,1,0,0,1,0
5526,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2017,30000,First,22.7,1498.0,89.84,5.0,,1,0,0,0,1
5527,Toyota Etios Liva 1.2 G,Coimbatore,2015,64005,First,17.71,1197.0,78.9,5.0,6.41,0,0,1,0,1
5528,Hyundai i10 Magna 1.2,Delhi,2012,62000,First,20.36,1197.0,78.9,5.0,,0,0,1,0,1
5530,Land Rover Freelander 2 SE,Kochi,2014,59885,First,12.39,2179.0,147.51,5.0,,1,0,0,1,0
5531,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2011,144471,First,12.8,2494.0,88.8,8.0,,1,0,0,0,1
5532,Hyundai i20 1.2 Magna,Coimbatore,2011,63991,First,18.5,1197.0,88.8,5.0,,0,0,1,0,1
5534,Nissan Micra XV CVT,Mumbai,2015,34895,First,19.15,1198.0,75.94,5.0,9.47,0,0,1,1,0
5535,BMW X6 xDrive 40d M Sport,Ahmedabad,2015,97003,First,15.87,2993.0,308.43,5.0,,1,0,0,1,0
5536,Honda City 1.5 V AT,Kolkata,2015,45000,First,16.8,1497.0,88.8,5.0,,0,0,1,1,0
5537,Honda Amaze E i-Dtech,Delhi,2013,45000,Second,25.8,1498.0,98.6,5.0,,1,0,0,0,1
5538,Toyota Fortuner 3.0 Diesel,Bangalore,2013,100000,Second,11.5,2982.0,88.8,7.0,,1,0,0,0,1
5539,Land Rover Discovery Sport SD4 HSE Luxury,Delhi,2016,70000,First,12.97,2179.0,187.7,5.0,,1,0,0,1,0
5540,Hyundai Creta 1.6 CRDi SX,Coimbatore,2016,37023,First,19.67,1582.0,126.2,5.0,,1,0,0,0,1
5541,Chevrolet Beat Diesel LT,Chennai,2012,81000,First,25.44,936.0,56.3,5.0,,1,0,0,0,1
5542,Toyota Innova Crysta 2.8 GX AT,Kochi,2017,20789,First,11.36,2755.0,171.5,7.0,20.74,1,0,0,1,0
5543,Maruti Swift Dzire VDI,Jaipur,2015,68310,First,23.4,1248.0,88.8,5.0,,1,0,0,0,1
5544,Hyundai Creta 1.6 CRDi SX Option,Mumbai,2015,47250,Second,19.67,1582.0,126.2,5.0,,1,0,0,0,1
5545,Land Rover Range Rover Sport SE,Delhi,2014,47000,Second,12.65,2993.0,88.8,5.0,1.39,1,0,0,1,0
5546,Honda Amaze VX i-DTEC,Hyderabad,2017,128000,First,25.8,1498.0,98.6,5.0,,1,0,0,0,1
5547,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,2017,17702,First,15.29,1591.0,121.3,5.0,,0,0,1,0,1
5548,Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,34987,First,18.19,1197.0,103.5,5.0,,0,0,1,1,0
5549,Honda City i DTec VX,Ahmedabad,2017,37000,First,26.0,1498.0,98.6,5.0,,1,0,0,0,1
5550,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,38271,First,15.29,1591.0,121.3,5.0,,0,0,1,0,1
5551,Ford Figo Diesel Titanium,Bangalore,2012,32510,Second,20.0,1399.0,88.8,5.0,,1,0,0,0,1
5552,BMW 5 Series 2013-2017 530d M Sport,Pune,2014,88000,First,14.69,2993.0,88.8,5.0,,1,0,0,1,0
5553,Mitsubishi Pajero 2.8 SFX 7Str,Pune,2012,116000,First,10.5,2835.0,107.2,6.0,,1,0,0,0,1
5554,Renault Duster 85PS Diesel RxL Option,Jaipur,2013,156000,First,19.87,1461.0,83.8,5.0,,1,0,0,0,1
5555,Maruti Ritz VXI,Delhi,2010,75319,Second,21.1,1197.0,85.8,5.0,,0,0,1,0,1
5556,Hyundai Grand i10 Sportz,Kolkata,2013,28000,First,18.9,1197.0,88.8,5.0,,0,0,1,0,1
5557,Mercedes-Benz GLA Class 200 CDI SPORT,Bangalore,2017,16500,First,17.9,2143.0,88.8,5.0,,1,0,0,1,0
5558,BMW 5 Series 520d Luxury Line,Coimbatore,2016,75637,First,22.48,1995.0,88.8,5.0,71.82,1,0,0,1,0
5559,Hyundai Creta 1.6 SX Plus Petrol Automatic,Kochi,2018,32854,First,13.0,1591.0,121.3,5.0,,0,0,1,1,0
5560,Renault KWID RXT Optional,Kochi,2019,6568,First,25.17,799.0,53.3,5.0,4.78,0,0,1,0,1
5561,Audi A4 3.0 TDI Quattro,Bangalore,2014,30000,First,14.94,2967.0,241.4,5.0,,1,0,0,1,0
5562,Maruti Ciaz VDI SHVS,Kochi,2018,17804,Second,28.09,1248.0,88.5,5.0,,1,0,0,0,1
5563,Honda Jazz S,Delhi,2011,69768,First,16.0,1198.0,88.8,5.0,,0,0,1,0,1
5564,BMW 3 Series 320d Luxury Line,Kochi,2016,62404,First,22.69,1995.0,88.8,5.0,54.43,1,0,0,1,0
5565,Hyundai Verna SX CRDi AT,Bangalore,2012,97000,Second,19.08,1582.0,126.32,5.0,,1,0,0,1,0
5566,Hyundai Creta 1.4 CRDi S Plus,Coimbatore,2016,55687,First,21.38,1396.0,88.7,5.0,,1,0,0,0,1
5567,Volkswagen Vento 2013-2015 1.6 Comfortline,Kolkata,2014,17000,First,15.04,1598.0,103.2,5.0,,0,0,1,0,1
5568,BMW 3 Series Luxury Line,Coimbatore,2017,34232,First,21.76,1995.0,88.8,5.0,55.07,1,0,0,1,0
5569,Honda CR-V Petrol 2WD,Chennai,2004,135000,Third,14.4,1997.0,88.8,5.0,33.51,0,0,1,1,0
5570,Renault Duster 110PS Diesel RxZ AWD,Chennai,2012,80000,First,19.72,1461.0,108.45,5.0,15.94,1,0,0,0,1
5571,Hyundai i20 Asta 1.2,Bangalore,2014,31045,Second,18.6,1197.0,81.83,5.0,,0,0,1,0,1
5572,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2013,58000,Second,16.96,1968.0,138.03,5.0,,1,0,0,1,0
5573,Hyundai Creta 1.6 SX Plus Diesel,Kochi,2018,35480,First,19.67,1582.0,126.2,5.0,,1,0,0,0,1
5574,Maruti Ciaz VDI SHVS,Hyderabad,2016,62287,First,28.09,1248.0,88.5,5.0,,1,0,0,0,1
5575,Hyundai i20 Asta 1.4 CRDi,Coimbatore,2015,46162,First,22.54,1396.0,88.73,5.0,,1,0,0,0,1
5576,Hyundai Verna 1.6 SX VTVT,Mumbai,2014,9200,First,17.01,1591.0,121.3,5.0,,0,0,1,0,1
5577,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2012,55339,First,22.07,1199.0,73.9,5.0,,1,0,0,0,1
5578,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,55476,First,22.07,1199.0,73.9,5.0,,1,0,0,0,1
5579,Maruti SX4 Vxi BSIII,Pune,2007,68553,Second,15.0,1586.0,104.68,5.0,,0,0,1,0,1
5580,Honda Mobilio RS Option i DTEC,Kochi,2016,67376,First,24.5,1498.0,98.6,7.0,,1,0,0,0,1
5581,Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,42000,First,19.64,1461.0,108.45,5.0,,1,0,0,0,1
5582,Toyota Fortuner 2.8 2WD AT,Coimbatore,2019,28069,First,12.9,2755.0,174.5,7.0,34.45,1,0,0,1,0
5583,Volvo XC60 D4 SUMMUM,Kochi,2014,93144,First,14.7,1984.0,88.8,5.0,,1,0,0,1,0
5584,Maruti Celerio VXI AT,Hyderabad,2014,24300,First,23.1,998.0,67.04,5.0,,0,0,1,1,0
5585,Maruti Ciaz ZDi Plus,Hyderabad,2015,47883,Second,26.21,1248.0,88.5,5.0,,1,0,0,0,1
5586,Audi Q5 2008-2012 2.0 TDI,Kochi,2013,12467,First,12.8,1968.0,167.6,5.0,,1,0,0,1,0
5587,BMW X1 sDrive 20d Sportline,Kolkata,2013,56683,Second,17.05,1995.0,88.8,5.0,,1,0,0,1,0
5588,Ford Figo Petrol ZXI,Bangalore,2013,38000,First,15.6,1196.0,88.8,5.0,,0,0,1,0,1
5589,Hyundai Elantra CRDi SX,Ahmedabad,2018,35000,First,22.7,1582.0,126.2,5.0,,1,0,0,0,1
5590,Hyundai Verna 1.6 i ABS,Pune,2007,80000,Second,13.9,1599.0,103.2,5.0,,0,0,1,0,1
5591,Honda Civic 2006-2010 1.8 S MT,Pune,2006,125000,Second,13.5,1799.0,88.8,5.0,,0,0,1,0,1
5592,Toyota Fortuner 4x4 MT,Chennai,2013,123000,Second,12.55,2982.0,168.5,7.0,,1,0,0,0,1
5593,Hyundai i10 Sportz,Chennai,2012,70000,First,20.36,1197.0,78.9,5.0,,0,0,1,0,1
5594,Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,87982,First,21.64,1461.0,84.8,5.0,,1,0,0,0,1
5595,BMW 5 Series 2013-2017 520d Luxury Line,Jaipur,2013,40714,Second,18.12,1995.0,88.8,5.0,,1,0,0,1,0
5596,Chevrolet Optra Magnum 2.0 LT,Pune,2008,83000,Second,16.52,1991.0,123.7,5.0,,1,0,0,0,1
5597,Hyundai i10 Asta,Ahmedabad,2011,86000,First,20.36,1197.0,78.9,5.0,,0,0,1,0,1
5598,Skoda Laura Ambiente,Ahmedabad,2009,60002,Second,17.5,1896.0,88.8,5.0,,1,0,0,0,1
5599,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Jaipur,2013,60000,First,10.0,2148.0,88.8,5.0,,1,0,0,1,0
5600,Honda Amaze SX i-DTEC,Kolkata,2014,84677,First,25.8,1498.0,98.6,5.0,,1,0,0,0,1
5601,BMW X1 xDrive 20d xLine,Delhi,2017,23000,First,20.68,1995.0,88.8,5.0,,1,0,0,1,0
5602,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2016,81424,First,12.99,2494.0,100.6,8.0,,1,0,0,0,1
5603,Porsche Panamera 2010 2013 Diesel,Delhi,2013,36400,First,7.5,4806.0,394.3,4.0,,1,0,0,1,0
5604,Nissan Sunny XV D,Chennai,2012,70000,Second,22.71,1461.0,84.8,5.0,11.48,1,0,0,0,1
5605,Maruti Swift Dzire LDI,Delhi,2015,40000,Second,26.59,1248.0,88.8,5.0,,1,0,0,0,1
5606,Maruti Wagon R ZXI AMT 1.2,Mumbai,2019,600,First,21.5,1197.0,81.8,5.0,6.8,0,0,1,1,0
5607,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2015,65320,Second,16.96,1968.0,138.03,5.0,,1,0,0,1,0
5608,Honda Accord 2.4 Inspire M/T,Pune,2009,79000,Third,9.8,2354.0,88.8,5.0,,0,0,1,0,1
5609,Honda City i VTEC V,Mumbai,2018,5000,First,17.8,1497.0,117.3,5.0,,0,0,1,0,1
5610,Hyundai Verna 1.6 SX VTVT,Coimbatore,2019,6028,First,17.01,1591.0,121.3,5.0,,0,0,1,0,1
5611,Maruti Wagon R LX BSII,Delhi,2006,86000,Second,18.9,998.0,67.1,5.0,,0,0,1,0,1
5612,Maruti Swift Dzire Tour LDI,Kolkata,2013,160000,Second,23.4,1248.0,88.8,5.0,,1,0,0,0,1
5613,Audi Q5 2008-2012 2.0 TFSI Quattro,Kochi,2011,59967,First,9.74,1984.0,88.8,5.0,,0,0,1,1,0
5614,Toyota Etios Cross 1.4 GD,Coimbatore,2018,43127,First,23.59,1364.0,67.04,5.0,,1,0,0,0,1
5615,Hyundai i10 Era 1.1 iTech SE,Kochi,2012,65727,First,19.81,1086.0,68.05,5.0,,0,0,1,0,1
5616,Hyundai Verna 1.6 VTVT,Pune,2013,70000,First,17.01,1591.0,121.3,5.0,,0,0,1,0,1
5617,Volkswagen Polo 1.5 TDI Highline,Coimbatore,2018,39861,First,20.14,1498.0,88.8,5.0,,1,0,0,0,1
5618,BMW 5 Series 520d Sport Line,Delhi,2017,16485,First,22.48,1995.0,187.74,5.0,,1,0,0,1,0
5619,Hyundai i20 1.4 Asta Optional With Sunroof,Bangalore,2010,77332,Second,23.0,1396.0,88.8,5.0,,1,0,0,0,1
5620,Hyundai Grand i10 Asta Option AT,Kochi,2017,17489,First,18.9,1197.0,88.8,5.0,,0,0,1,1,0
5621,Toyota Fortuner 4x2 4 Speed AT,Pune,2012,125000,First,11.5,2982.0,88.8,7.0,,1,0,0,1,0
5622,Maruti Baleno Zeta Automatic,Chennai,2016,35129,First,21.4,1197.0,83.1,5.0,,0,0,1,1,0
5623,Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyderabad,2016,22982,First,13.0,1591.0,121.3,5.0,,0,0,1,1,0
5624,Hyundai i10 Sportz,Pune,2013,54500,Third,20.36,1197.0,78.9,5.0,,0,0,1,0,1
5625,Tata Tigor XE Diesel,Ahmedabad,2017,16235,First,24.7,1047.0,88.8,5.0,7.15,1,0,0,0,1
5626,Skoda Superb Style 1.8 TSI AT,Kochi,2017,73641,First,14.67,1798.0,177.46,5.0,33.36,0,0,1,1,0
5627,Maruti Swift Dzire VDI,Hyderabad,2015,59572,First,26.59,1248.0,88.8,5.0,,1,0,0,0,1
5628,Honda CR-V 2.0 AT,Jaipur,2014,112827,First,13.1,1997.0,141.1,5.0,,0,0,1,1,0
5629,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2010,118000,First,12.8,2494.0,88.8,8.0,,1,0,0,0,1
5630,Honda City 1.5 V MT,Kolkata,2010,60000,First,17.0,1497.0,88.8,5.0,,0,0,1,0,1
5631,Hyundai Verna VTVT 1.6 AT SX Plus,Mumbai,2012,75059,First,17.0,1591.0,121.3,5.0,13.7,0,0,1,1,0
5632,Toyota Etios 1.4 VXD,Pune,2018,3000,First,23.59,1364.0,67.04,5.0,10.63,1,0,0,0,1
5633,Skoda Superb Elegance 1.8 TSI AT,Delhi,2011,78000,Second,13.7,1798.0,157.75,5.0,,0,0,1,1,0
5634,Nissan Sunny 2011-2014 Diesel XV,Kolkata,2012,47000,First,21.64,1461.0,84.8,5.0,,1,0,0,0,1
5635,Honda City 1.5 V MT Exclusive,Delhi,2012,42000,First,17.0,1497.0,88.8,5.0,,0,0,1,0,1
5636,Hyundai Elite i20 Diesel Asta Option,Kolkata,2018,6820,First,22.54,1396.0,88.76,5.0,,1,0,0,0,1
5637,Chevrolet Optra 1.6 LT Royale,Kochi,2013,55176,Second,17.4,1599.0,88.8,5.0,,0,0,1,0,1
5638,Honda Amaze S i-Vtech,Kochi,2016,39854,First,18.0,1198.0,86.7,5.0,,0,0,1,0,1
5639,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,24000,First,16.47,1198.0,73.9,5.0,,0,0,1,0,1
5640,Maruti Swift VDI,Jaipur,2016,55000,First,22.9,1248.0,88.8,5.0,,1,0,0,0,1
5641,Ford Endeavour 3.0L 4X4 AT,Kochi,2012,45840,First,11.4,2953.0,153.86,7.0,,1,0,0,1,0
5642,Maruti Baleno LXI,Pune,2006,155000,Third,15.4,1590.0,88.8,5.0,,0,0,1,0,1
5643,Maruti Wagon R LX,Pune,2003,125000,Second,18.9,998.0,67.1,5.0,,0,0,1,0,1
5644,Volkswagen Polo 1.5 TDI Highline,Coimbatore,2014,52951,First,20.14,1498.0,88.8,5.0,10.32,1,0,0,0,1
5645,Hyundai Verna 1.6 SX VTVT (O),Kolkata,2013,49000,First,17.1,1591.0,121.3,5.0,,0,0,1,0,1
5646,Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52000,First,28.09,1248.0,88.5,5.0,,1,0,0,0,1
5648,Nissan Sunny 2011-2014 Diesel XL,Jaipur,2013,120005,First,21.64,1461.0,84.8,5.0,,1,0,0,0,1
5649,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Mumbai,2015,33000,First,15.0,1598.0,103.52,5.0,,0,0,1,0,1
5650,Maruti Eeco 7 Seater Standard,Delhi,2016,126000,First,15.1,1196.0,88.8,7.0,4.43,0,0,1,0,1
5651,Skoda Rapid Ultima 1.6 MPI Ambition Plus,Bangalore,2013,66700,First,15.0,1598.0,103.5,5.0,,0,0,1,0,1
5652,Toyota Fortuner 4x4 MT,Jaipur,2014,122000,Second,12.55,2982.0,168.5,7.0,,1,0,0,0,1
5653,Hyundai Creta 1.6 CRDi SX,Mumbai,2016,29000,First,19.67,1582.0,126.2,5.0,,1,0,0,0,1
5654,Hyundai i20 Magna Optional 1.2,Kochi,2014,42315,First,18.5,1197.0,82.9,5.0,,0,0,1,0,1
5656,Honda City i DTEC V,Kochi,2016,84580,First,26.0,1498.0,98.6,5.0,,1,0,0,0,1
5657,Maruti 800 Std,Jaipur,2002,75000,First,16.1,796.0,88.8,4.0,,0,0,1,0,1
5658,Ford Ikon 1.3 Flair,Pune,2006,85000,Second,13.8,1299.0,88.8,5.0,,0,0,1,0,1
5659,Maruti Swift Dzire LXI,Delhi,2015,24296,First,20.85,1197.0,83.14,5.0,,0,0,1,0,1
5660,Honda City 1.5 V MT Sunroof,Kolkata,2014,40000,First,16.8,1497.0,116.3,5.0,,0,0,1,0,1
5661,Hyundai Verna CRDi,Chennai,2009,64514,First,16.8,1493.0,88.8,5.0,,1,0,0,0,1
5662,Hyundai Verna 1.6 SX VTVT,Delhi,2016,35000,First,17.01,1591.0,121.3,5.0,,0,0,1,0,1
5663,Renault KWID RXT,Bangalore,2016,41000,Second,25.17,799.0,53.3,5.0,,0,0,1,0,1
5664,Maruti Wagon R LXI,Ahmedabad,2008,60123,Second,18.9,998.0,67.1,5.0,,0,0,1,0,1
5665,Hyundai Grand i10 Sportz,Jaipur,2015,53000,Second,18.9,1197.0,88.8,5.0,,0,0,1,0,1
5666,Hyundai i20 1.2 Asta,Delhi,2017,9000,First,18.6,1197.0,81.83,5.0,,0,0,1,0,1
5667,Honda Amaze S i-Vtech,Coimbatore,2015,53497,First,18.0,1198.0,86.7,5.0,,0,0,1,0,1
5668,Ford Fiesta 1.4 Duratorq ZXI,Hyderabad,2007,68000,First,17.8,1399.0,88.8,5.0,,1,0,0,0,1
5669,Hyundai Verna SX CRDi AT,Hyderabad,2014,65000,First,19.08,1582.0,126.32,5.0,,1,0,0,1,0
5670,Toyota Etios VD SP,Kolkata,2014,45155,First,23.59,1364.0,67.04,5.0,,1,0,0,0,1
5671,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,20026,First,19.0,1199.0,88.7,5.0,,0,0,1,1,0
5672,Hyundai Verna 1.6 CRDi SX,Ahmedabad,2015,60000,First,23.9,1582.0,126.2,5.0,,1,0,0,0,1
5673,Mercedes-Benz CLA 200 D Sport Edition,Coimbatore,2019,15976,First,17.9,2143.0,88.8,5.0,,1,0,0,1,0
5674,Skoda Octavia Elegance 1.8 TSI AT,Kochi,2017,30523,First,14.7,1798.0,177.5,5.0,,0,0,1,1,0
5675,Chevrolet Beat Diesel LS,Kolkata,2013,26300,First,25.44,936.0,57.6,5.0,,1,0,0,0,1
5676,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,66000,First,22.07,1199.0,73.9,5.0,,1,0,0,0,1
5677,Maruti SX4 S Cross DDiS 200 Zeta,Jaipur,2016,70000,First,23.65,1248.0,88.5,5.0,,1,0,0,0,1
5678,Honda City V MT,Ahmedabad,2011,46000,First,16.8,1497.0,116.3,5.0,,0,0,1,0,1
5679,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2017,28000,First,20.64,1498.0,108.5,5.0,14.2,1,0,0,0,1
5680,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,46000,First,18.9,1197.0,81.86,5.0,6.54,0,0,1,0,1
5681,Renault KWID AMT RXL,Jaipur,2017,33000,First,24.04,999.0,88.8,5.0,,0,0,1,1,0
5682,Maruti Alto 800 LXI,Kochi,2017,27718,First,22.74,796.0,47.3,5.0,,0,0,1,0,1
5683,Ford Ecosport 1.5 Ti VCT MT Titanium,Bangalore,2013,58000,First,15.8,1499.0,88.8,5.0,,0,0,1,0,1
5684,Maruti Baleno Zeta,Coimbatore,2018,33150,First,21.4,1197.0,83.1,5.0,8.71,0,0,1,0,1
5685,Maruti Ritz VDi,Pune,2013,77000,First,23.2,1248.0,73.94,5.0,,1,0,0,0,1
5686,Mercedes-Benz E-Class 280 CDI,Chennai,2007,70000,First,11.0,2987.0,198.5,5.0,,1,0,0,1,0
5687,Maruti Ritz VDi,Kolkata,2012,97000,First,23.2,1248.0,73.94,5.0,,1,0,0,0,1
5688,Chevrolet Beat Diesel LT,Chennai,2012,75300,Second,25.44,936.0,57.6,5.0,,1,0,0,0,1
5689,Maruti SX4 Vxi BSIV,Kochi,2010,69918,First,15.5,1586.0,103.3,5.0,,0,0,1,0,1
5690,Maruti Omni 5 Seater BSIV,Coimbatore,2019,4721,First,14.0,796.0,88.8,5.0,,0,0,1,0,1
5691,Mitsubishi Pajero Sport Anniversary Edition,Kolkata,2014,39163,First,13.5,2477.0,88.8,7.0,,1,0,0,0,1
5692,Mercedes-Benz S Class 2005 2013 S 300 L,Pune,2013,80000,First,13.0,2987.0,88.8,5.0,,0,0,1,1,0
5693,Chevrolet Beat Diesel LS,Bangalore,2015,66000,First,25.44,936.0,56.3,5.0,,1,0,0,0,1
5694,Ford Figo 2015-2019 1.5D Titanium MT,Coimbatore,2017,36154,Second,25.83,1498.0,88.8,5.0,,1,0,0,0,1
5695,Honda City i-VTEC VX,Ahmedabad,2012,34000,First,17.4,1497.0,117.3,5.0,12.68,0,0,1,0,1
5696,Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,2016,60000,Second,17.9,2143.0,88.8,5.0,,1,0,0,1,0
5697,Hyundai Creta 1.4 CRDi S Plus,Jaipur,2015,32000,First,21.38,1396.0,88.7,5.0,,1,0,0,0,1
5698,Ford Fiesta Classic 1.4 Duratorq CLXI,Kochi,2012,79985,First,17.8,1399.0,88.8,5.0,,1,0,0,0,1
5699,Audi A4 2.0 TDI,Bangalore,2014,37600,Second,16.55,1968.0,147.51,5.0,,1,0,0,1,0
5700,Hyundai i10 Magna 1.1,Kochi,2015,31965,First,19.81,1086.0,68.05,5.0,,0,0,1,0,1
5701,BMW 3 Series 320i Sedan,Kochi,2010,70749,First,12.05,1995.0,88.8,5.0,,0,0,1,1,0
5702,BMW 7 Series 730Ld,Chennai,2013,38000,First,16.46,2993.0,88.8,5.0,,1,0,0,1,0
5703,Hyundai Verna 1.6 SX VTVT,Kochi,2017,41534,First,17.01,1591.0,121.3,5.0,,0,0,1,0,1
5704,Volkswagen Ameo 1.5 TDI Comfortline AT,Jaipur,2017,54455,First,22.0,1498.0,108.495,5.0,,1,0,0,1,0
5705,Chevrolet Aveo 1.4 LS,Kolkata,2007,42000,First,14.49,1399.0,92.7,5.0,,0,0,1,0,1
5706,Chevrolet Cruze LTZ,Coimbatore,2018,52073,Second,18.3,1991.0,147.9,5.0,,1,0,0,0,1
